64996386		A.C.T.H. BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Non commercialisée	
63207425	KENGREXAL 50 mg, poudre pour solution à diluer pour solution injectable/pour perfusion	poudre pour injection ou pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
64367094	KENOMON 2 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0187670
62002474	KENOMON 4 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0241878
64983937	KENOMON 8 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0241877
66488746	KENTERA 3,9 mg/24 heures, patch transdermique	patch	transdermique	Autorisation active	Procédure centralisée	Non commercialisée	
65430708	KENZEN 16 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0431823
69641318	KENZEN 32 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0431824
60323969	KENZEN 4 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0431821
61315306	KENZEN 8 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0431822
69817346	KEPIVANCE 6,25 mg, poudre pour solution injectable	poudre pour solution injectable	intraveineuse	Autorisation abrogée	Procédure centralisée	Non commercialisée	
60132330	KEPPRA 100 mg/ml, solution buvable	solution buvable	orale	Autorisation active	Procédure centralisée	Commercialisée	
61901995	KEPPRA 100 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
68719194	KEPPRA 1000 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
65586187	KEPPRA 250 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
68596770	KEPPRA 500 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
68754537	KEPPRA 750 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Non commercialisée	
69061176	KERAFILM, solution pour application locale	solution pour application	cutanée	Autorisation active	Procédure nationale	Commercialisée	0425555
65583102	KERATYL 1 POUR CENT, collyre en solution	collyre en solution	ophtalmique	Autorisation archivée	Procédure nationale	Non commercialisée	
60900997	KERENDIA 10 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Non commercialisée	
68730479	KERENDIA 20 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Non commercialisée	
61385938	KERLIDEX, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
67675364	KERLOCAL 0,05 POUR CENT, crème	crème	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	
68825475	KERLOCAL 0,1 POUR CENT, lotion	lotion	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	
67702384	KERLONE 20 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0432887
65898190	KERSTIPON 1,5 mg, gélule	gélule	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0184221
63390453	KERSTIPON 3 mg, gélule	gélule	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0184222
61227913	KERSTIPON 4,5 mg, gélule	gélule	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0184220
68717147	KERSTIPON 6 mg, gélule	gélule	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0184332
60596291	KESIMPTA 20 mg, solution injectable en seringue préremplie	solution injectable	sous-cutanée	Autorisation active	Procédure centralisée	Non commercialisée	
60690011	KESIMPTA 20 mg, solution injectable en stylo prérempli	solution injectable	sous-cutanée	Autorisation active	Procédure centralisée	Commercialisée	
69073584	KESSAR 10 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
60479053	KESSAR 20 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
63951694	KESTIN 10 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0420950
64579019	KESTINLYO 10 mg, lyophilisat oral	lyophilisat	orale	Autorisation active	Procédure nationale	Commercialisée	0420949
61563134	KETALAR 10 mg/ml, solution injectable	solution injectable	intramusculaire;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
62108043	KETALAR 100 mg/ml, solution injectable	solution injectable	intramusculaire;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
69431444	KETALAR 50 mg/ml, solution injectable	solution injectable	intramusculaire;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
64613845	KETAMINE G.L. PHARMA 10 mg/mL, solution injectable	solution injectable	intramusculaire;intraveineuse	Autorisation active	Procédure nationale	Non commercialisée	0425323
63475544	KETAMINE G.L. PHARMA 50 mg/mL, solution injectable	solution injectable	intramusculaire;intraveineuse	Autorisation active	Procédure nationale	Non commercialisée	0425115
62768665	KETAMINE PANPHARMA 10 mg/mL, solution injectable (I.V.-I.M.)	solution injectable	intramusculaire;intraveineuse	Autorisation active	Procédure nationale	Commercialisée	0442775
69687625	KETAMINE PANPHARMA 250 mg/2,5 ml, solution injectable (I.V.-I.M.)	solution injectable	intramusculaire;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	0347450
69278297	KETAMINE PANPHARMA 50 mg/mL, solution injectable (I.V.-I.M.)	solution injectable	intramusculaire;intraveineuse	Autorisation active	Procédure nationale	Commercialisée	0442776
67132571	KETAMINE RENAUDIN 10 mg/mL, solution injectable	solution injectable	intramusculaire;intraveineuse	Autorisation active	Procédure nationale	Commercialisée	0442772
63597509	KETAMINE RENAUDIN 50 mg/mL, solution injectable	solution injectable	intramusculaire;intraveineuse	Autorisation active	Procédure nationale	Commercialisée	0442768
66820967	KETAZED 0,25 mg/mL, collyre en solution	collyre en solution	ophtalmique	Autorisation active	Procédure décentralisée	Commercialisée	0435822
69470123	KETEK 400 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure centralisée	Non commercialisée	
69576201	KETESSE 12,5 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure de reconnaissance mutuelle	Non commercialisée	0318767
61496568	KETESSE 12,5 mg, granulés pour solution buvable en sachet	granulés pour solution buvable	orale	Autorisation archivée	Procédure de reconnaissance mutuelle	Non commercialisée	0208503
62128284	KETESSE 25 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0440265
64613432	KETESSE 25 mg, granulés pour solution buvable	granulés pour solution buvable	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0440267
63929235	KETESSE 25 mg, solution buvable en sachet	solution buvable	orale	Autorisation active	Procédure de reconnaissance mutuelle	Non commercialisée	0440268
60205458	KETESSE 50 mg/2 ml, solution injectable/pour perfusion	solution injectable ou pour perfusion	intramusculaire;intraveineuse	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0440266
62701346	KETOCONAZOLE ARROW 2 %, gel en récipient-unidose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0398871
66227874	KETOCONAZOLE ARROW 2 %, gel en sachet-dose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0426441
68638760	KETOCONAZOLE BIOGARAN 2 %, crème	crème	cutanée	Autorisation active	Procédure nationale	Commercialisée	0411183
69323162	KETOCONAZOLE BIOGARAN 2 %, gel en récipient unidose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0308310
60034936	KETOCONAZOLE BIOGARAN 2 %, gel en sachet-dose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0435900
67320057	KETOCONAZOLE CRISTERS 2 %, gel en récipient-unidose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0309914
64825983	KETOCONAZOLE CRISTERS 2 %, gel en sachet-dose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0438313
60502840	KETOCONAZOLE EG 2 %, gel en récipient-unidose	gel	cutanée	Autorisation active	Procédure nationale	Non commercialisée	0362173
66534720	KETOCONAZOLE EG 2 %, gel en sachet-dose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0362174
69406163	KETOCONAZOLE ESTEVE 200 mg, comprimé	comprimé	orale	Autorisation active	Procédure centralisée	Commercialisée	
69017315	KETOCONAZOLE RANBAXY 2 %, gel en sachet-dose	gel moussant(e)	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	0186817
63067763	KETOCONAZOLE RATIOPHARM 2 %, gel en récipient-unidose	gel	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	0240485
69395560	KETOCONAZOLE RATIOPHARM 2 %, gel en sachet-dose	gel	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	0240486
66763498	KETOCONAZOLE SANDOZ 2 %, gel en récipient-unidose	gel	cutanée	Autorisation active	Procédure nationale	Non commercialisée	0361232
64520234	KETOCONAZOLE SANDOZ 2 %, gel en sachet-dose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0363655
60781895	KETOCONAZOLE SG PHARM 2 %, gel en récipient unidose	gel	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	0175609
69559814	KETOCONAZOLE SG PHARM 2 %, gel en sachet-dose	gel	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	0175736
65478140	KETOCONAZOLE TEVA 2 %, crème	crème	cutanée	Autorisation active	Procédure nationale	Commercialisée	0422155
69294312	KETOCONAZOLE TEVA 2 %, gel en récipient-unidose	gel	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	0284597
61503500	KETOCONAZOLE TEVA 2 %, gel en sachet-dose	gel	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	0284598
60347710	KETOCONAZOLE VIATRIS 2 %, crème	crème	cutanée	Autorisation active	Procédure nationale	Commercialisée	0435475
69572441	KETOCONAZOLE VIATRIS 2 %, gel en récipient unidose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0441940
68880443	KETOCONAZOLE VIATRIS 2 %, gel en sachet-dose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0441939
62836372	KETOCONAZOLE ZENTIVA 2 %, crème	crème	cutanée	Autorisation active	Procédure nationale	Commercialisée	0421456
60693915	KETOCONAZOLE ZENTIVA 2 %, gel en récipient-unidose	gel	cutanée	Autorisation active	Procédure nationale	Non commercialisée	0332345
61678930	KETOCONAZOLE ZENTIVA 2 %, gel en sachet-dose	gel	cutanée	Autorisation active	Procédure nationale	Non commercialisée	0325537
69802643	KETOCONAZOLE ZYDUS 2 %, gel en récipient-unidose	gel	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	0177298
61393881	KETOCONAZOLE ZYDUS 2 %, gel en sachet-dose	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0376122
60557096	KETODERM 2 %, crème	crème	cutanée	Autorisation active	Procédure nationale	Commercialisée	0412760
61919121	KETODERM 2 %, crème	crème	cutanée	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
67555436	KETODERM 2 %, gel en récipient unidose	gel	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	0261910
66873350	KETODERM 2 %, gel en sachet	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0393271
67684737	KETODERM 2 POUR CENT, gel pour application locale en flacon (gel moussant)	gel moussant(e) pour application	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	
69011860	KETODERM 2%, crème	crème	cutanée	Autorisation active	Autorisation d'importation parallèle	Commercialisée	
62019705	KETOLIUM 1 %, shampoing en flacon	shampooing	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	
65210103	KETOLIUM 1 %, shampoing en sachet-dose	shampooing	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	
60707877	KETOPROFENE AGI PHARMA 2,5 %, gel	gel	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	0190558
62719935	KETOPROFENE AGUETTANT 100 mg, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	0440933
64956032	KETOPROFENE ARROW 150 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0171928
63723317	KETOPROFENE ARROW 2,5 %, gel	gel	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	0190547
62503880	KETOPROFENE ARROW L.P. 200 mg, gélule à libération prolongée	gélule à libération prolongée	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0310891
68267981	KETOPROFENE ARROW LP 100 mg, comprimé sécable à libération prolongée	comprimé sécable à libération prolongée	orale	Autorisation active	Procédure nationale	Commercialisée	0442963
61832054	KETOPROFENE BENTA 2,5 %, gel	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0442100
68440789	KETOPROFENE BGR 2,5 %, gel	gel	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	0306677
63778153	KETOPROFENE BIOGALENIQUE 50 mg, gélule	gélule	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
69413617	KETOPROFENE BIOGARAN 150 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0190454
61381943	KETOPROFENE BIOGARAN 2,5 %, gel	gel	cutanée	Autorisation active	Procédure nationale	Commercialisée	0410439
63586338	KETOPROFENE BIOGARAN LP 100 mg, comprimé sécable à libération prolongée	comprimé sécable à libération prolongée	orale	Autorisation active	Procédure nationale	Commercialisée	0432013
67613804	KETOPROFENE CEDIAT MEDIFFUSION 100 mg/2 ml, solution injectable (I.M.)	solution injectable	intramusculaire	Autorisation archivée	Procédure nationale	Non commercialisée	0187414
60554125	KETOPROFENE CRISTERS 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0424582
61712279	KETOPROFENE CRISTERS 50 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0424583
64552068	KETOPROFENE CRISTERS LP 100 mg, comprimé sécable à libération prolongée	comprimé sécable à libération prolongée	orale	Autorisation active	Procédure nationale	Commercialisée	0429603
62013467	KETOPROFENE CRISTERS LP 200 mg, comprimé enrobé à libération prolongée	comprimé enrobé à libération prolongée	orale	Autorisation active	Procédure nationale	Commercialisée	0424585
