Generic Group	Route	Type	Specialty Name	EPI	EAN13
Groupe générique : MITOXANTRONE (HYDROCHLORIDE) 2 MG / ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	MITOXANTRONE EBEWE 2 MG / ML SOLUTION A DILUER POUR PERFUSION FLACON 10ML	POLYMEDIC	6118001200733
Groupe générique : MITOXANTRONE (HYDROCHLORIDE) 2 MG / ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	MITOXANTRONE EBEWE 2 MG / ML SOLUTION A DILUER POUR PERFUSION FLACON DE 5 ML	POLYMEDIC	6118001200726
"Groupe générique : MOMETASONE (FUROATE) 0,0005 SUSPENSION POUR PULVERISATION NASALE"	ORL	G	"CONASAL 0,0005 SUSPENSION POUR PULVERISATION NASALE UN FLACON DE 20 ML"	RIM PHARMA	6118001370313
"Groupe générique : MOMETASONE (FUROATE) 0,0005 SUSPENSION POUR PULVERISATION NASALE"	ORL	G	"TABUNEX 0,0005 SUSPENSION POUR PULVERISATION NASALE FLACON DE 120 DOSES"	ZENITH PHARMA	6118001271276
Groupe générique : MONTELUKAST (SODIQUE) 10 MG COMPRIME PELLICULE	ORALE	G	FLOWAIR 10 MG COMPRIME PELLICULE BOITE DE 30	ZENITH PHARMA	6118001272631
Groupe générique : MONTELUKAST (SODIQUE) 10 MG COMPRIME PELLICULE	ORALE	G	ROMILAST 10 MG COMPRIME PELLICULE BOITE DE 10	SUN PHARMA	6118001300389
Groupe générique : MONTELUKAST (SODIQUE) 10 MG COMPRIME PELLICULE	ORALE	G	ROMILAST 10 MG COMPRIME PELLICULE BOITE DE 30	SUN PHARMA	6118001300372
Groupe générique : MOXIFLOXACINE (CHLORHYDRATE) 400 MG COMPRIME ENROBE	ORALE	G	XYFLO 400 MG COMPRIME ENROBE BOITE DE 10	PROMOPHARM	6118000242635
Groupe générique : MOXIFLOXACINE (CHLORHYDRATE) 400 MG COMPRIME ENROBE	ORALE	G	XYFLO 400 MG COMPRIME ENROBE BOITE DE 7	PROMOPHARM	6118000242642
Groupe générique : MYCOPHENOLATE MOFETIL 500 MG COMPRIME	ORALE	P	CELLCEPT 500 MG COMPRIME BOITE DE 50	ROCHE S.A	6118001050031
Groupe générique : MYCOPHENOLATE MOFETIL 500 MG COMPRIME	ORALE	G	MYCOPHENOLATE MOFETIL NORMON 500 MG COMPRIME BOITE DE 50	IBERMA	6118001220557
"Groupe générique : NAPROXENE 0,1 GEL"	DERMIQUE	G	"NAPROGEL 0,1 GEL TUBE DE 20 G"	PHARMED	6118000310129
"Groupe générique : NAPROXENE 0,1 GEL"	DERMIQUE	G	"NAPROGEL 0,1 GEL TUBE DE 50 G"	PHARMED	6118000310136
Groupe générique : NAPROXENE (SODIQUE) 550 MG GELULE	ORALE	G	NAPROXENE PHARMA 550 MG GELULE BOITE DE 15	PHARMED	6118000310174
Groupe générique : NAPROXENE (SODIQUE) 550 MG GELULE	ORALE	G	NAPROXENE PHARMA 550 MG GELULE BOITE DE 30	PHARMED	6118000310181
"Groupe générique : NARATRIPTAN 2,5 MG COMPRIME"	ORALE	G	"MIGARA 2,5 MG COMPRIME BOITE DE 2"	PHARMIS	6118001400058
"Groupe générique : NARATRIPTAN 2,5 MG COMPRIME"	ORALE	G	"MIGARA 2,5 MG COMPRIME BOITE DE 6"	PHARMIS	6118001400065
Groupe générique : NEFOPAM 20 MG / 2 ML SOLUTION INJECTABLE	PARENTERALE	P	ACUPAN 20 MG SOLUTION INJECTABLE BOITE DE 5 AMPOULE DE 2 ML	BIOCODEX MAROC	6118001310043
Groupe générique : NEFOPAM 20 MG / 2 ML SOLUTION INJECTABLE	PARENTERALE	G	NEFOPAM MYLAN 20 MG / 2 ML SOLUTION INJECTABLE BOITE DE 10 AMPOULES	VIATRIS PHARMACEUTICALS	6118000480174
Groupe générique : NICARDIPINE (CHLORHYDRATE) 20 MG COMPRIME	ORALE	G	ICANAL 20 MG COMPRIME BOITE DE 30	PHARMED	6118000310037
Groupe générique : NICARDIPINE (CHLORHYDRATE) 20 MG COMPRIME	ORALE	G	ICANAL 20 MG COMPRIME BOITE DE 50	PHARMED	6118000310044
Groupe générique : NIFEDIPINE 10 MG CAPSULE	ORALE	G	PHARMADIPINE 10 MG CAPSULE BOITE DE 30	PHARMED	6118000310198
Groupe générique : NIFEDIPINE 10 MG CAPSULE	ORALE	G	PHARMADIPINE 10 MG CAPSULE BOITE DE 50	PHARMED	6118000310204
Groupe générique : NIFUROXAZIDE 100 MG GELULE	ORALE	G	NIFOX 100 MG GELULE BOITE DE 16	GENPHARMA	6118000131090
Groupe générique : NIFUROXAZIDE 100 MG GELULE	ORALE	G	NIFUROXAZIDE PHARMA 100 MG GELULE BOITE DE 16	PHARMA 5	-
Groupe générique : NIFUROXAZIDE 100 MG GELULE	ORALE	G	ROXID 100 MG GELULE BOITE DE 16	GALENICA	-
Groupe générique : NIFUROXAZIDE 100 MG GELULE	ORALE	G	ROXID 100 MG GELULE BOITE DE 30	GALENICA	-
Groupe générique : NIMODIPINE 30 MG COMPRIME PELLICULE	ORALE	G	MODINE 30 MG COMPRIME PELLICULE BOITE DE 30	ATLAS PHARM	6118000070634
Groupe générique : NIMODIPINE 30 MG COMPRIME PELLICULE	ORALE	G	MODINE 30 MG COMPRIME PELLICULE BOITE DE 60	ATLAS PHARM	6118000070641
Groupe générique : OFLOXACINE 200 MG COMPRIME	ORALE	G	IBEFLOX 200 MG COMPRIME BOITE DE 10	IBERMA	6118000230328
Groupe générique : OFLOXACINE 200 MG COMPRIME	ORALE	G	OLOXINE 200 MG COMPRIME BOITE DE 20	PHI	6118000050957
Groupe générique : OFLOXACINE 200 MG COMPRIME	ORALE	G	OXIFLOR 200 MG COMPRIME BOITE DE 10	LAPROPHAN	6118000032618
Groupe générique : OFLOXACINE 200 MG COMPRIME	ORALE	G	OXIFLOR 200 MG COMPRIME BOITE DE 20	LAPROPHAN	6118000032632
Groupe générique : OFLOXACINE 200 MG COMPRIME	ORALE	G	UROXINE 200 MG COMPRIME BOITE DE 2	LAPROPHAN	6118000032434
Groupe générique : OLANZAPINE 10 MG COMPRIME	ORALE	G	MEDIZAPIN 10 MG COMPRIME BOITE DE 10	CIPLA	6118001150977
Groupe générique : OLANZAPINE 10 MG COMPRIME	ORALE	G	MEDIZAPIN 10 MG COMPRIME BOITE DE 30	CIPLA	6118001150984
Groupe générique : OLANZAPINE 10 MG COMPRIME	ORALE	G	POLYZAPIN 10 MG COMPRIME BOITE DE 10	POLYMEDIC	6118000120926
Groupe générique : OLANZAPINE 10 MG COMPRIME	ORALE	G	POLYZAPIN 10 MG COMPRIME BOITE DE 30	POLYMEDIC	6118000120896
Groupe générique : OMEPRAZOLE 10 MG COMPRIME EFFERVESCENT	ORALE	G	IXOR 10 MG COMPRIME EFFERVESCENT BOITE DE 14	LAPROPHAN	6118000032762
Groupe générique : OMEPRAZOLE 10 MG COMPRIME EFFERVESCENT	ORALE	G	IXOR 10 MG COMPRIME EFFERVESCENT BOITE DE 28	LAPROPHAN	6118000032779
Groupe générique : OMEPRAZOLE 10 MG COMPRIME EFFERVESCENT	ORALE	G	IXOR 10 MG COMPRIME EFFERVESCENT BOITE DE 7	LAPROPHAN	6118000032755
Groupe générique : OMEPRAZOLE // BICARBONATE DE SODIUM 20 MG GELULE	ORALE	G	OZIL PLUS 20 MG GELULE BOITE DE 14	ZENITH PHARMA	6118000331247
Groupe générique : OMEPRAZOLE // BICARBONATE DE SODIUM 20 MG GELULE	ORALE	G	OZIL PLUS 20 MG GELULE BOITE DE 28	ZENITH PHARMA	6118000331254
Groupe générique : ONDANSETRON 8 MG / 4 ML SOLUTION INJECTABLE	PARENTERALE	G	ONDANSETRON NORMON 8 MG / 4 ML SOLUTION INJECTABLE BOITE DE 5 AMPOULES DE 4 ML	IBERMA	6118001220724
Groupe générique : ONDANSETRON 8 MG / 4 ML SOLUTION INJECTABLE	PARENTERALE	G	ONDANSETRON NORMON 8 MG / 4 ML SOLUTION INJECTABLE BOITE DE 50 AMPOULES DE 4 ML	IBERMA	6118001220731
Groupe générique : ONDANSETRON (CHLOHYDRATE) 2 MG / ML SOLUTION INJECTABLE	PARENTERALE	G	CHEMOSET 2 MG / ML SOLUTION INJECTABLE BOITE DE 5 AMPOULE DE 2 ML	AFRIC PHAR	6118001250547
Groupe générique : ONDANSETRON (CHLOHYDRATE) 2 MG / ML SOLUTION INJECTABLE	PARENTERALE	G	CHEMOSET 2 MG / ML SOLUTION INJECTABLE BOITE DE 5 AMPOULE DE 4 ML	AFRIC PHAR	6118001250530
Groupe générique : OXALIPLATINE 5 MG / ML POUDRE POUR PERFUSION	PARENTERALE	G	OXALIPLATINE MYLAN 5 MG / ML POUDRE POUR PERFUSION FLACON DE 100 MG	SYNTHEMEDIC	6118001021246
Groupe générique : OXALIPLATINE 5 MG / ML POUDRE POUR PERFUSION	PARENTERALE	G	OXALIPLATINE MYLAN 5 MG / ML POUDRE POUR PERFUSION FLACON DE 50 MG	SYNTHEMEDIC	6118001021256
Groupe générique : OXCARBAZEPINE 300 MG COMPRIME PELLICULE	ORALE	P	TRILEPTAL 300 MG COMPRIME PELLICULE BOITE DE 50	NOVARTIS PHARMA	6118001030354
Groupe générique : OXCARBAZEPINE 300 MG COMPRIME PELLICULE	ORALE	G	OXYLETAL 300 MG COMPRIME PELLICULE BOITE DE 30	POLYMEDIC	-
"Groupe générique : PACLITAXEL 100 MG / 16,7 ML SOLUTION A DILUER POUR PERFUSION"	PARENTERALE	G	"EBETAXEL 100 MG / 16,7 ML SOLUTION A DILUER POUR PERFUSION FLACON DE 16,7 ML"	POLYMEDIC	6118001200436
"Groupe générique : PACLITAXEL 100 MG / 16,7 ML SOLUTION A DILUER POUR PERFUSION"	PARENTERALE	G	"PACLITAXEL MYLANPHARMA 100 MG / 16,7 ML SOLUTION A DILUER POUR PERFUSION"	SYNTHEMEDIC	6118001021352
Groupe générique : PANTOPRAZOLE 20 MG COMPRIME GASTRO-RESISTANT	ORALE	G	PANTOPRAZOLE GT 20 MG COMPRIME GASTRO-RESISTANT BOITE DE 10	ATLAS PHARM	6118000420323
Groupe générique : PANTOPRAZOLE 20 MG COMPRIME GASTRO-RESISTANT	ORALE	G	PANTOPRAZOLE GT 20 MG COMPRIME GASTRO-RESISTANT BOITE DE 20	ATLAS PHARM	6118000420330
"Groupe générique : PARACETAMOL 0,024 SOLUTION BUVABLE"	ORALE	G	"DOLOSTOP PEDIATRIQUE 0,024 SOLUTION BUVABLE FLACON DE 60 ML"	PHARMA 5	6118000093053
"Groupe générique : PARACETAMOL 0,024 SOLUTION BUVABLE"	ORALE	G	"DOLOSTOP PEDIATRIQUE 0,024 SOLUTION BUVABLE FLACON DE 90 ML"	PHARMA 5	6118000093046
Groupe générique : PARACETAMOL // ACIDE ACETYLSALICYLIQUE // CAFEINE 135 MG / 265 MG / 40 MG COMPRIME EFFERVESCENT	ORALE	G	SALIDOL 135 MG / 265 MG / 40 MG COMPRIME EFFERVESCENT BOITE DE 10	PHARMA 5	-
Groupe générique : PARACETAMOL // ACIDE ACETYLSALICYLIQUE // CAFEINE 135 MG / 265 MG / 40 MG COMPRIME EFFERVESCENT	ORALE	G	SALIDOL 135 MG / 265 MG / 40 MG COMPRIME EFFERVESCENT BOITE DE 20	PHARMA 5	-
Groupe générique : PARACETAMOL // ACIDE ACETYLSALICYLIQUE // CAFEINE 135 MG / 265 MG / 40 MG COMPRIME EFFERVESCENT	ORALE	G	PARASPHAN 135 MG / 265 MG / 40 MG COMPRIME EFFERVESCENT BOITE DE 10	LAPROPHAN	6118000031871
Groupe générique : PARACETAMOL // ACIDE ACETYLSALICYLIQUE // CAFEINE 135 MG / 265 MG / 40 MG COMPRIME EFFERVESCENT	ORALE	G	PARASPHAN 135 MG / 265 MG / 40 MG COMPRIME EFFERVESCENT BOITE DE 20	LAPROPHAN	6118000031888
"Groupe générique : PARACETAMOL // ACIDE ASCORBIQUE // MALEATE DE PHENIRAMINE 0,5 G / 0,2 G / 0,025 G GRANULE POUR SUSPENSION BUVABLE EN SACHET"	ORALE	G	"FEBREX ADULTE 0,5 G / 0,2 G / 0,025 G GRANULE POUR SUSPENSION BUVABLE EN SACHET BOITE DE 8"	PHARMED	6118000310624
"Groupe générique : PARACETAMOL // ACIDE ASCORBIQUE // MALEATE DE PHENIRAMINE 0,5 G / 0,2 G / 0,025 G GRANULE POUR SUSPENSION BUVABLE EN SACHET"	ORALE	G	"FEBREX ADULTE SS SUCRE 0,5 G / 0,2 G / 0,025 G GRANULE POUR SUSPENSION BUVABLE EN SACHET BOITE DE 8"	PHARMED	6118000310631
Groupe générique : PARACETAMOL // CAFEINE // CODEINE 500 MG / 30 MG / 8 MG COMPRIME EFFERVESCENT	ORALE	G	CODAMOL PLUS 500 MG / 30 MG / 8 MG COMPRIME EFFERVESCENT BOITE DE 24	GALENICA	6118000191889
Groupe générique : PARACETAMOL // CAFEINE // CODEINE 500 MG / 30 MG / 8 MG COMPRIME EFFERVESCENT	ORALE	G	CODAMOL PLUS 500 MG / 30 MG / 8 MG COMPRIME EFFERVESCENT TUBE DE 16	GALENICA	6118000191872
Groupe générique : PARACETAMOL // POVIDONE // CODEINE PHOSPHATE 500 MG / 15 MG / 30 MG COMPRIME EFFERVESCENT	ORALE	G	CODALGINE 500 MG / 15 MG / 30 MG COMPRIME EFFERVESCENT BOITE DE 10	SOTHEMA	-
Groupe générique : PARACETAMOL // POVIDONE // CODEINE PHOSPHATE 500 MG / 15 MG / 30 MG COMPRIME EFFERVESCENT	ORALE	G	CODALGINE 500 MG / 15 MG / 30 MG COMPRIME EFFERVESCENT BOITE DE 16	SOTHEMA	6118000022503
Groupe générique : PARACETAMOL // THIOCOLCHICOSIDE 500 MG / 2 MG COMPRIME	ORALE	P	RELAXOL 500 MG / 2 MG COMPRIME BOITE DE 20	COOPER PHARMA	6118000060833
Groupe générique : PARACETAMOL // THIOCOLCHICOSIDE 500 MG / 2 MG COMPRIME	ORALE	G	ACETHIO 500 MG / 2 MG COMPRIME BOITE DE 20	SYNTHEMEDIC	6118000181255
Groupe générique : PAROXETINE 20 MG COMPRIME PELLICULE	ORALE	G	PANEKAL 20 MG COMPRIME PELLICULE BOITE DE 10	ZENITH PHARMA	6118000331308
Groupe générique : PAROXETINE 20 MG COMPRIME PELLICULE	ORALE	G	PANEKAL 20 MG COMPRIME PELLICULE BOITE DE 30	ZENITH PHARMA	6118000331315
Groupe générique : PAROXETINE (CHLORHYDRATE) 20 MG COMPRIME PELLICULE	ORALE	P	DEROXAT 20 MG COMPRIME PELLICULE BOITE DE 14	GSK	6118001140237
Groupe générique : PAROXETINE (CHLORHYDRATE) 20 MG COMPRIME PELLICULE	ORALE	G	DIVARIUS 20 MG COMPRIME PELLICULE BOITE DE 14	PROMOPHARM	6118001260195
Groupe générique : PAROXETINE (CHLORHYDRATE) 20 MG COMPRIME PELLICULE	ORALE	G	DIVARIUS 20 MG COMPRIME PELLICULE BOITE DE 28	PROMOPHARM	6118001260188
Groupe générique : PAROXETINE (CHLORHYDRATE) 20 MG COMPRIME PELLICULE	ORALE	G	PAROXETINE GT 20 MG COMPRIME PELLICULE BOITE DE 30	ATLAS PHARM	6118001380039
Groupe générique : PAROXETINE (CHLORHYDRATE) 20 MG COMPRIME PELLICULE	ORALE	G	PAROXETINE WIN 20 MG COMPRIME PELLICULE BOITE DE 30	COOPER PHARMA	6118000062301
"Groupe générique : PEGFILGRASTIM 6 MG / 0.6 ML SOLUTION INJECTABLE POUR INJECTION SOUS-CUTANEE DE 0,6 ML"	PARENTERALE	P	"GRASUSTEK 6 MG BOITE D'UNE SERINGUE PREREMPLIE DE 0,6 ML"	PROMOPHARM	6118001261604
"Groupe générique : PEGFILGRASTIM 6 MG / 0.6 ML SOLUTION INJECTABLE POUR INJECTION SOUS-CUTANEE DE 0,6 ML"	PARENTERALE	BS	"FULPHILA 6 MG / 0.6 ML SOLUTION INJECTABLE POUR INJECTION SOUS-CUTANEE DE 0,6 ML BOITE D'UNE SERINGUE PRE REMPLIE DE 0.6 ML"	SYNTHEMEDIC	6118001430369
Groupe générique : PEMETREXED DISODIQUE 100 MG POUDRE POUR SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	PEMETREXED FRESENUS KABI 100 MG POUDRE POUR SOLUTION A DILUER POUR PERFUSION BOITE D'UN FLACON FLIP OFF	RIM PHARMA	-
Groupe générique : PEMETREXED DISODIQUE 100 MG POUDRE POUR SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	PEMETREXED ZENITH 100 MG POUDRE POUR SOLUTION À DILUER POUR PERFUSION BOITE D'UN FLACON DE 10 ML	ZENITH PHARMA	6118001273133
Groupe générique : PHLOROGLUCINOL 80 MG COMPRIME ORODISPERSIBLE	ORALE	G	MEGASFON 80 MG COMPRIME ORODISPERSIBLE BOITE DE 10	PHARMA 5	6118000092308
Groupe générique : PHLOROGLUCINOL 80 MG COMPRIME ORODISPERSIBLE	ORALE	G	MEGASFON 80 MG COMPRIME ORODISPERSIBLE BOITE DE 20	PHARMA 5	6118000092315
Groupe générique : PHLOROGLUCINOL 80 MG COMPRIME ORODISPERSIBLE	ORALE	G	NEALGYL 80 MG COMPRIME ORODISPERSIBLE BOITE DE 10	BOTTU	6118000041269
"Groupe générique : PHLOROGLUCINOL ANHYDRE 62,233 MG - 80 MG COMPRIME ENROBE"	ORALE	G	"ZENASPAN 62,233 MG - 80 MG COMPRIME ENROBE BOITE DE 30"	ZENITH PHARMA	-
"Groupe générique : PHLOROGLUCINOL ANHYDRE 62,233 MG - 80 MG COMPRIME ENROBE"	ORALE	G	"ZENASPAN 62,233 MG - 80 MG COMPRIME ENROBE BOITE DE10"	ZENITH PHARMA	-
"Groupe générique : POLYVIDONE (IODEE) 0,04 SOLUTION MOUSSANTE POUR APPLICATION CUTANEE"	DERMIQUE	G	"BAITANET SCRUB 0,04 SOLUTION MOUSSANTE POUR APPLICATION CUTANEE FLACON DE 125 ML"	PHARMA 5	6118000094739
"Groupe générique : POLYVIDONE (IODEE) 0,04 SOLUTION MOUSSANTE POUR APPLICATION CUTANEE"	DERMIQUE	G	"BAITANET SCRUB 0,04 SOLUTION MOUSSANTE POUR APPLICATION CUTANEE FLACON DE 500 ML"	PHARMA 5	-
Groupe générique : PRAVASTATINE (SODIQUE) 10 MG COMPRIME	ORALE	G	PERLO 10 MG COMPRIME BOITE DE 28	PHARMA 5	-
Groupe générique : PRAVASTATINE (SODIQUE) 10 MG COMPRIME	ORALE	G	PERLO 10 MG COMPRIME BOITE DE 84	PHARMA 5	-
Groupe générique : PREDNISOLONE 20 MG COMPRIME	ORALE	G	ISOLONE 20 MG COMPRIME BOITE DE 30	SOTHEMA	6118000020806
Groupe générique : PREDNISOLONE 20 MG COMPRIME	ORALE	G	SIPROZONE 20 MG COMPRIME BOITE DE 20	SYNTHEMEDIC	6118000180791
Groupe générique : PREDNISOLONE 20 MG COMPRIME	ORALE	I	PREDSONE GALENICA 20 MG COMPRIME BOITE DE 20	GALENICA	-
Groupe générique : PREDNISOLONE (METASULFOBENZOATE SODIQUE) 20 MG COMPRIME EFFERVESCENT	ORALE	G	EFFIPRED 20 MG COMPRIME EFFERVESCENT BOITE DE 20	LAPROPHAN	6118000031369
Groupe générique : PREDNISOLONE (METASULFOBENZOATE SODIQUE) 20 MG COMPRIME EFFERVESCENT	ORALE	G	KOPRED 20 MG COMPRIME EFFERVESCENT BOITE DE 20	PHARMA 5	6118000094586
Groupe générique : PREDNISONE 1 MG COMPRIME	ORALE	P	CORTANCYL 1 MG COMPRIME BOITE DE 30	BOTTU	6118001080328
Groupe générique : PREDNISONE 1 MG COMPRIME	ORALE	G	ISONE 1 MG COMPRIME BOITE DE 30	SOTHEMA	6118000021308
Groupe générique : PREGABALINE 150 MG GELULE	ORALE	P	LYRICA 150 MG GELULE BOITE DE 56	VIATRIS PHARMACEUTICALS	-
Groupe générique : PREGABALINE 150 MG GELULE	ORALE	G	ALYSE 150 MG GELULE BOITE DE 56	BOTTU	6118001040865
Groupe générique : PREGABALINE 150 MG GELULE	ORALE	G	EPIGAB 150 MG GELULE BOITE DE 30	POLYMEDIC	6118001201174
Groupe générique : PREGABALINE 150 MG GELULE	ORALE	G	EPYCA 150 MG GELULE BOITE DE 14	PROMOPHARM	6118001260676
Groupe générique : PREGABALINE 150 MG GELULE	ORALE	G	GABLINE 150 MG GELULE BOITE DE 56	SOTHEMA	6118000023630
Groupe générique : PREGABALINE 150 MG GELULE	ORALE	G	GAPHINE 150 MG GELULE BOITE DE 60	PHI	6118001152094
Groupe générique : PREGABALINE 150 MG GELULE	ORALE	G	GAPREX 150 MG GELULES BOITE DE 60	AFRIC PHAR	6118000072218
Groupe générique : PREGABALINE 150 MG GELULE	ORALE	G	NERVAX 150 MG GELULE BOITE DE 20	ZENITH PHARMA	6118001272303
Groupe générique : PREGABALINE 150 MG GELULE	ORALE	G	NERVAX 150 MG GELULE BOITE DE 60	ZENITH PHARMA	6118001272310
Groupe générique : PROGESTERONE 100 MG CAPSULE MOLLE ORALE OU VAGINALE	VAGINALE / ORALE	G	PROJEVA 100 MG CAPSULE MOLLE ORALE OU VAGINALE BOITE DE 30	VERSALYA	6118001440078
Groupe générique : PROGESTERONE 100 MG CAPSULE MOLLE ORALE OU VAGINALE	VAGINALE / ORALE	G	PROJEVA 100 MG CAPSULE MOLLE ORALE OU VAGINALE BOITE DE 90	VERSALYA	6118001440085
Groupe générique : PROPOFOL 1% EMULSION INJECTABLE ET POUR PERFUSION	PARENTERALE	G	PROPOFOL FRESENIUS 1% EMULSION INJECTABLE ET POUR PERFUSION BOITE D'UN FLACON DE 100 ML	POLYMEDIC	-
Groupe générique : PROPOFOL 1% EMULSION INJECTABLE ET POUR PERFUSION	PARENTERALE	G	PROPOFOL FRESENIUS 1% EMULSION INJECTABLE ET POUR PERFUSION BOITE D'UN FLACON DE 50 ML	POLYMEDIC	-
Groupe générique : QUETIAPINE FUMARATE 100 MG COMPRIME PELLICULE	ORALE	G	ESPERAL 100 MG COMPRIME PELLICULE BOITE DE 60	POLYMEDIC	6118000121480
Groupe générique : QUETIAPINE FUMARATE 100 MG COMPRIME PELLICULE	ORALE	G	QUETIAPINE NORMON 100 MG COMPRIME PELLICULE BOITE DE 250	IBERMA	-
Groupe générique : QUETIAPINE FUMARATE 100 MG COMPRIME PELLICULE	ORALE	G	QUETIAPINE NORMON 100 MG COMPRIME PELLICULE BOITE DE 60	IBERMA	6118000230687
Groupe générique : RABEPRAZOLE 10 MG COMPRIME GASTRO-RESISTANT	ORALE	G	RANCIPHEX 10 MG COMPRIME GASTRO-RESISTANT BOITE DE 14	SUN PHARMA	6118001300761
Groupe générique : RABEPRAZOLE 10 MG COMPRIME GASTRO-RESISTANT	ORALE	G	RANCIPHEX 10 MG COMPRIME GASTRO-RESISTANT BOITE DE 28	SUN PHARMA	6118001300778
"Groupe générique : RAMIPRIL 1,25 MG COMPRIME"	ORALE	G	"GENPRESS 1,25 MG COMPRIME BOITE DE 30"	GENPHARMA	6118000130758
"Groupe générique : RAMIPRIL 1,25 MG COMPRIME"	ORALE	G	"PRIRIL 1,25 MG COMPRIME BOITE DE 30"	PHARMA 5	-
Groupe générique : RANITIDINE 150 MG COMPRIME	ORALE	G	ACIDAC 150 MG COMPRIME BOITE DE 60	GENPHARMA	6118000130338
Groupe générique : RANITIDINE 150 MG COMPRIME	ORALE	G	NORMACIDE 150 MG COMPRIME BOITE DE 20	PHARMED	6118000091301
Groupe générique : RANITIDINE 150 MG COMPRIME	ORALE	G	RANITIL 150 MG COMPRIME BOITE DE 30	GALENICA	6118000190806
"Groupe générique : REPAGLINIDE 0,5 MG COMPRIME"	ORALE	P	"NOVONORM 0,5 MG COMPRIME BOITE DE 90"	LAPROPHAN	6118001120352
"Groupe générique : REPAGLINIDE 0,5 MG COMPRIME"	ORALE	G	"GLYNORM 0,5 MG COMPRIME BOITE DE 30"	SOTHEMA	6118000023210
"Groupe générique : REPAGLINIDE 0,5 MG COMPRIME"	ORALE	G	"GLYNORM 0,5 MG COMPRIME BOITE DE 90"	SOTHEMA	6118000023227
"Groupe générique : REPAGLINIDE 0,5 MG COMPRIME"	ORALE	G	"NEWGLIN 0,5 MG COMPRIME BOITE DE 30"	ATLAS PHARM	6118000082279
"Groupe générique : REPAGLINIDE 0,5 MG COMPRIME"	ORALE	G	"NEWGLIN 0,5 MG COMPRIME BOITE DE 90"	ATLAS PHARM	6118000082286
Groupe générique : RIBAVIRINE 200 MG GELULE	ORALE	G	BIVARINE 200 MG GELULE BOITE DE 140	SOTHEMA	-
Groupe générique : RIBAVIRINE 200 MG GELULE	ORALE	G	BIVARINE 200 MG GELULE BOITE DE 168	SOTHEMA	-
Groupe générique : RIBAVIRINE 200 MG GELULE	ORALE	G	BIVARINE 200 MG GELULE BOITE DE 84	SOTHEMA	-
Groupe générique : RIBAVIRINE 200 MG GELULE	ORALE	G	RIVABIR 200 MG GELULE BOITE DE 84	PHARMA 5	6118000094531
Groupe générique : RIFAMPICINE // ISONIAZIDE 150 MG / 100 MG GELULE	ORALE	G	ISO-BK 150 MG / 100 MG GELULE BOITE DE 100	GALENICA	-
Groupe générique : RIFAMPICINE // ISONIAZIDE 150 MG / 100 MG GELULE	ORALE	G	RINIAZIDE 150 MG / 100 MG GELULE BOITE DE 100	PHARMA 5	6118000090748
Groupe générique : RISEDRONATE MONOSODIQUE 35 MG COMPRIME PELLICULE	ORALE	G	NOPOROSE 35 MG COMPRIME PELLICULE BOITE DE 12	AFRIC PHAR	6118000071617
Groupe générique : RISEDRONATE MONOSODIQUE 35 MG COMPRIME PELLICULE	ORALE	G	NOPOROSE 35 MG COMPRIME PELLICULE BOITE DE 4	AFRIC PHAR	6118000071600
Groupe générique : RIVAROXABAN 10 MG COMPRIME PELLICULE	ORALE	G	OXAROL 10 MG COMPRIME PELLICULE BOITE DE 10	BOTTU	6118000042365
Groupe générique : RIVAROXABAN 10 MG COMPRIME PELLICULE	ORALE	G	OXAROL 10 MG COMPRIME PELLICULE BOITE DE 5	BOTTU	6118000042358
Groupe générique : RIVAROXABAN 10 MG COMPRIME PELLICULE	ORALE	G	REXABAN 10 MG COMPRIME PELLICULE BOITE DE 10	AFRIC PHAR	6118000072782
Groupe générique : RIVAROXABAN 10 MG COMPRIME PELLICULE	ORALE	G	REXABAN 10 MG COMPRIME PELLICULE BOITE DE 35	AFRIC PHAR	6118000072799
Groupe générique : RIVAROXABAN 10 MG COMPRIME PELLICULE	ORALE	G	REXABAN 10 MG COMPRIME PELLICULE BOITE DE 5	AFRIC PHAR	6118000072775
"Groupe générique : ROPINIROLE (CHLORHYDRATE) 0,25 MG COMPRIME PELLICULE"	ORALE	G	"RANPIROLE 0,25 MG COMPRIME PELLICULE BOITE DE 126"	SUN PHARMA	6118001300471
"Groupe générique : ROPINIROLE (CHLORHYDRATE) 0,25 MG COMPRIME PELLICULE"	ORALE	G	"RANPIROLE 0,25 MG COMPRIME PELLICULE BOITE DE 21"	SUN PHARMA	6118001300464
Groupe générique : ROPIVACAINE 10 MG / ML SOLUTION INJECTABLE	PARENTERALE	G	ROPIVA ZENITH 10 MG / ML SOLUTION INJECTABLE BOITE D'UNE AMPOULE DE 10 ML	ZENITH PHARMA	6118001272006
Groupe générique : ROPIVACAINE 10 MG / ML SOLUTION INJECTABLE	PARENTERALE	G	ROPIVA ZENITH 10 MG / ML SOLUTION INJECTABLE BOITE D'UNE AMPOULE DE 20 ML	ZENITH PHARMA	6118001272013
Groupe générique : ROSUVASTATINE 10 MG COMPRIME ENROBE	ORALE	G	RUSTAL 10 MG COMPRIME ENROBE BOITE DE 30	PROMOPHARM	611800024741
